क्रमाङ्क,गण,उपदेश,अर्थ,इत्,पद,इडागम,धातु
१०.६०,चुरादि,पथिँ,गतौ॑,['इ'],परस्मैपदी,सेट्,पन्थ्
१०.६१,चुरादि,पिछँ,कुट्ट॑ने,['अ'],परस्मैपदी,सेट्,पिछ्
१०.६२,चुरादि,छदिँ,सं॒वर॑णे,['इ'],परस्मैपदी,सेट्,छन्द्
१०.६३,चुरादि,श्रणँ,दा॒ने,['अ'],परस्मैपदी,सेट्,श्रण्
१०.६४,चुरादि,तडँ,आघा॒ते,['अ'],परस्मैपदी,सेट्,तड्
१०.६५,चुरादि,खडँ,खण्ड॑ने भेद॑ने,['अ'],परस्मैपदी,सेट्,खड्
१०.६६,चुरादि,खडिँ,खण्ड॑ने भेद॑ने,['इ'],परस्मैपदी,सेट्,खण्ड्
१०.६७,चुरादि,कडिँ,खण्ड॑ने भेद॑ने,['इ'],परस्मैपदी,सेट्,कण्ड्
१०.६८,चुरादि,कुडिँ,रक्ष॑णे,['इ'],परस्मैपदी,सेट्,कुण्ड्
१०.६९,चुरादि,गुडिँ,वेष्ट॑ने रक्ष॑णे,['इ'],परस्मैपदी,सेट्,गुण्ड्
१०.७०,चुरादि,कुठिँ,रक्ष॑णे,['इ'],परस्मैपदी,सेट्,कुण्ठ्
१०.७१,चुरादि,गुठिँ,रक्ष॑णे,['इ'],परस्मैपदी,सेट्,गुण्ठ्
१०.७२,चुरादि,खुडिँ,खण्ड॑ने,['इ'],परस्मैपदी,सेट्,खुण्ड्
१०.७३,चुरादि,वटिँ,वि॒भाज॑ने,['इ'],परस्मैपदी,सेट्,वण्ट्
१०.७४,चुरादि,वडिँ,वि॒भाज॑ने,['इ'],परस्मैपदी,सेट्,वण्ड्
१०.७५,चुरादि,चडिँ,कोपे॑,['इ'],परस्मैपदी,सेट्,चण्ड्
१०.७६,चुरादि,मडिँ,भू॒षायां॒ हर्षे॑ च,['इ'],परस्मैपदी,सेट्,मण्ड्
१०.७७,चुरादि,भडिँ,क॒ल्याणे॑,['इ'],परस्मैपदी,सेट्,भण्ड्
१०.७८,चुरादि,छर्द,वम॑ने,[],परस्मैपदी,सेट्,छर्द
१०.७९,चुरादि,पुस्तँ,आदरानाद॒रयोः॑,['अ'],परस्मैपदी,सेट्,पुस्त्
१०.८०,चुरादि,बुस्तँ,आदरानाद॒रयोः॑,['अ'],परस्मैपदी,सेट्,बुस्त्
१०.८१,चुरादि,चुदँ,स॒ञ्चोद॑ने,['अ'],परस्मैपदी,सेट्,चुद्
१०.८२,चुरादि,नक्कँ,नाश॑ने,['अ'],परस्मैपदी,सेट्,नक्क्
१०.८३,चुरादि,धक्कँ,नाश॑ने,['अ'],परस्मैपदी,सेट्,धक्क्
१०.८४,चुरादि,चक्कँ,व्यथ॑ने,['अ'],परस्मैपदी,सेट्,चक्क्
१०.८५,चुरादि,चुक्कँ,व्यथ॑ने,['अ'],परस्मैपदी,सेट्,चुक्क्
१०.८६,चुरादि,क्षलँ,शौचक॒र्मणि॑,['अ'],परस्मैपदी,सेट्,क्षल्
१०.८७,चुरादि,तलँ,प्रति॒ष्ठाया॑म्,['अ'],परस्मैपदी,सेट्,तल्
१०.८८,चुरादि,तुलँ,उ॒न्माने॑,['अ'],परस्मैपदी,सेट्,तुल्
१०.८९,चुरादि,दुलँ,उत्क्षे॒पे,['अ'],परस्मैपदी,सेट्,दुल्
१०.९०,चुरादि,पुलँ,मह॒त्त्वे,['अ'],परस्मैपदी,सेट्,पुल्
१०.९१,चुरादि,चुलँ,समुच्छ्रा॒ये,['अ'],परस्मैपदी,सेट्,चुल्
१०.९२,चुरादि,मूलँ,रोह॑ने,['अ'],परस्मैपदी,सेट्,मूल्
१०.९३,चुरादि,कलँ,क्षेपे॑,['अ'],परस्मैपदी,सेट्,कल्
१०.९४,चुरादि,विलँ,क्षेपे॑,['अ'],परस्मैपदी,सेट्,विल्
१०.९५,चुरादि,बिलँ,भेद॑ने,['अ'],परस्मैपदी,सेट्,बिल्
१०.९६,चुरादि,तिलँ,स्नेह॑ने,['अ'],परस्मैपदी,सेट्,तिल्
१०.९७,चुरादि,चलँ,भृतौ॑,['अ'],परस्मैपदी,सेट्,चल्
१०.९८,चुरादि,पालँ,रक्ष॑णे,['अ'],परस्मैपदी,सेट्,पाल्
१०.९९,चुरादि,पलँ,इत्येके॑,['अ'],परस्मैपदी,सेट्,पल्
१०.१००,चुरादि,लूषँ,हिं॒साया॑म्,['अ'],परस्मैपदी,सेट्,लूष्
१०.१०१,चुरादि,शुल्बँ,माने॑,['अ'],परस्मैपदी,सेट्,शुल्ब्
१०.१०२,चुरादि,शूर्पँ,माने॑,['अ'],परस्मैपदी,सेट्,शूर्प्
१०.१०३,चुरादि,चुटँ,छेद॑ने,['अ'],परस्मैपदी,सेट्,चुट्
१०.१०४,चुरादि,मुटँ,स॒ञ्चूर्ण॑ने,['अ'],परस्मैपदी,सेट्,मुट्
१०.१०५,चुरादि,पिशँ,नाश॑ने,['अ'],परस्मैपदी,सेट्,पिश्
१०.१०६,चुरादि,पडिँ,नाश॑ने,['इ'],परस्मैपदी,सेट्,पण्ड्
१०.१०७,चुरादि,पसिँ,नाश॑ने,['इ'],परस्मैपदी,सेट्,पंस्
१०.१०८,चुरादि,पशिँ,इत्येके॑,['इ'],परस्मैपदी,सेट्,पंश्
१०.१०९,चुरादि,व्रजँ,मार्गसंस्कारग॒त्योः,['अ'],परस्मैपदी,सेट्,व्रज्
१०.११०,चुरादि,शुल्कँ,अति॒सर्ज॑ने अति॒स्पर्श॑ने,['अ'],परस्मैपदी,सेट्,शुल्क्
१०.१११,चुरादि,चपिँ,गत्या॑म्,['इ'],परस्मैपदी,सेट्,चम्प्
१०.११२,चुरादि,क्षपिँ,क्षान्त्या॑म्,['इ'],परस्मैपदी,सेट्,क्षम्प्
१०.११३,चुरादि,क्षजिँ,कृच्छ्रजीव॒ने,['इ'],परस्मैपदी,सेट्,क्षञ्ज्
१०.११४,चुरादि,छजिँ,कृच्छ्रजीव॒ने,['इ'],परस्मैपदी,सेट्,छञ्ज्
१०.११५,चुरादि,श्वर्तँ,गत्या॑म्,['अ'],परस्मैपदी,सेट्,श्वर्त्
१०.११६,चुरादि,स्वर्तँ,गत्या॑म्,['अ'],परस्मैपदी,सेट्,स्वर्त्
१०.११७,चुरादि,श्वभ्रँ,गत्या॑म्,['अ'],परस्मैपदी,सेट्,श्वभ्र्
१०.११८,चुरादि,ज्ञपँ,ज्ञानज्ञापनमारणतोषणनिशाननिशाम॒नेषु॑,['अ'],परस्मैपदी,सेट्,ज्ञप्
१०.११९,चुरादि,यमँ,च परि॒वेष॑णे,['अ'],परस्मैपदी,सेट्,यम्
१०.१२०,चुरादि,चहँ,परि॒कल्प॑ने,['अ'],परस्मैपदी,सेट्,चह्
१०.१२१,चुरादि,चपँ,इत्येके॑,['अ'],परस्मैपदी,सेट्,चप्
१०.१२२,चुरादि,रहँ,त्या॒गे,['अ'],परस्मैपदी,सेट्,रह्
१०.१२३,चुरादि,बलँ,प्राण॑ने,['अ'],परस्मैपदी,सेट्,बल्
१०.१२४,चुरादि,चिञ्,चय॑ने,['ञ्'],उभयपदी,सेट्,चि
१०.१२५,चुरादि,घट्टँ,चल॑ने,['अ'],परस्मैपदी,सेट्,घट्ट्
१०.१२६,चुरादि,मुस्तँ,सङ्घा॒ते,['अ'],परस्मैपदी,सेट्,मुस्त्
१०.१२७,चुरादि,खट्टँ,सं॒वर॑णे,['अ'],परस्मैपदी,सेट्,खट्ट्
१०.१२८,चुरादि,षट्टँ,हिं॒साया॑म्,['अ'],परस्मैपदी,सेट्,सट्ट्
१०.१२९,चुरादि,स्फिट्टँ,हिं॒साया॑म्,['अ'],परस्मैपदी,सेट्,स्फिट्ट्
१०.१३०,चुरादि,चुबिँ,हिं॒साया॑म्,['इ'],परस्मैपदी,सेट्,चुम्ब्
१०.१३१,चुरादि,पूलँ,सङ्घा॒ते,['अ'],परस्मैपदी,सेट्,पूल्
१०.१३२,चुरादि,पूर्णँ,सङ्घा॒ते,['अ'],परस्मैपदी,सेट्,पूर्ण्
१०.१३३,चुरादि,पुणँ,इत्य॒न्ये,['अ'],परस्मैपदी,सेट्,पुण्
१०.१३४,चुरादि,पुंसँ,अभि॒वर्ध॑णे,['अ'],परस्मैपदी,सेट्,पुंस्
१०.१३५,चुरादि,टकिँ,बन्ध॑ने,['इ'],परस्मैपदी,सेट्,टङ्क्
१०.१३६,चुरादि,व्यपँ,क्षेपे॑,['अ'],परस्मैपदी,सेट्,व्यप्
१०.१३७,चुरादि,व्ययँ,क्षेपे॑,['अ'],परस्मैपदी,सेट्,व्यय्
१०.१३८,चुरादि,विपँ,क्षेपे॑,['अ'],परस्मैपदी,सेट्,विप्
१०.१३९,चुरादि,धूसँ,कान्तिकर॒णे,['अ'],परस्मैपदी,सेट्,धूस्
१०.१४०,चुरादि,धूषँ,कान्तिकर॒णे,['अ'],परस्मैपदी,सेट्,धूष्
१०.१४१,चुरादि,धूशँ,कान्तिकर॒णे,['अ'],परस्मैपदी,सेट्,धूश्
१०.१४२,चुरादि,कीटँ,वर्णे॑ वर॑णे,['अ'],परस्मैपदी,सेट्,कीट्
१०.१४३,चुरादि,चूर्णँ,स॒ङ्कोच॑ने,['अ'],परस्मैपदी,सेट्,चूर्ण्
१०.१४४,चुरादि,पूजँ,पू॒जाया॑म्,['अ'],परस्मैपदी,सेट्,पूज्
१०.१४५,चुरादि,अर्कँ,स्तव॑ने,['अ'],परस्मैपदी,सेट्,अर्क्
१०.१४६,चुरादि,शुठँ,आल॑स्ये,['अ'],परस्मैपदी,सेट्,शुठ्
१०.१४७,चुरादि,शुठिँ,शोष॑णे,['इ'],परस्मैपदी,सेट्,शुण्ठ्
१०.१४८,चुरादि,जुडँ,प्रेर॑णे,['अ'],परस्मैपदी,सेट्,जुड्
१०.१४९,चुरादि,गजँ,शब्दा॑र्थौ,['अ'],परस्मैपदी,सेट्,गज्
१०.१५०,चुरादि,मार्जँ,शब्दा॑र्थौ,['अ'],परस्मैपदी,सेट्,मार्ज्
१०.१५१,चुरादि,मर्चँ,शब्दा॑र्थौ,['अ'],परस्मैपदी,सेट्,मर्च्
१०.१५२,चुरादि,घृ,प्र॒स्रव॑णे स्राव॑णे॒,[],परस्मैपदी,सेट्,घृ
१०.१५३,चुरादि,पचिँ,विस्तारवच॒ने,['इ'],परस्मैपदी,सेट्,पञ्च्
१०.१५४,चुरादि,तिजँ,नि॒शाने॑,['अ'],परस्मैपदी,सेट्,तिज्
१०.१५५,चुरादि,कॄतँ,सं॒शब्द॑ने,['अ'],परस्मैपदी,सेट्,कॄत्
१०.१५६,चुरादि,वर्धँ,छेदनपूर॒नयोः॑,['अ'],परस्मैपदी,सेट्,वर्ध्
१०.१५७,चुरादि,कुबिँ,आ॒च्छाद॑ने छाद॑ने,['इ'],परस्मैपदी,सेट्,कुम्ब्
१०.१५८,चुरादि,कुभिँ,आ॒च्छाद॑ने छाद॑ने,['इ'],परस्मैपदी,सेट्,कुम्भ्
१०.१५९,चुरादि,लुबिँ,अद॑र्शने,['इ'],परस्मैपदी,सेट्,लुम्ब्
१०.१६०,चुरादि,तुबिँ,अद॑र्शने,['इ'],परस्मैपदी,सेट्,तुम्ब्
१०.१६१,चुरादि,ह्लपँ,व्य॑क्तायां वा॒चि,['अ'],परस्मैपदी,सेट्,ह्लप्
१०.१६२,चुरादि,क्लपँ,व्य॑क्तायां वा॒चि,['अ'],परस्मैपदी,सेट्,क्लप्
१०.१६३,चुरादि,ह्रपँ,व्य॑क्तायां वा॒चि,['अ'],परस्मैपदी,सेट्,ह्रप्
१०.१६४,चुरादि,चुटिँ,छेद॑ने,['इ'],परस्मैपदी,सेट्,चुण्ट्
१०.१६५,चुरादि,मृडिँ,प्रेर॑णे,['इ'],परस्मैपदी,सेट्,मृण्ड्
१०.१६६,चुरादि,तुडिँ,प्रेर॑णे,['इ'],परस्मैपदी,सेट्,तुण्ड्
१०.१६७,चुरादि,इलँ,प्रेर॑णे,['अ'],परस्मैपदी,सेट्,इल्
१०.१६८,चुरादि,म्रक्षँ,म्लेच्छ॑ने,['अ'],परस्मैपदी,सेट्,म्रक्ष्
१०.१६९,चुरादि,म्रछँ,इत्येके॑,['अ'],परस्मैपदी,सेट्,म्रछ्
१०.१७०,चुरादि,म्लेछँ,अव्य॑क्तायां वा॒चि,['अ'],परस्मैपदी,सेट्,म्लेछ्
१०.१७१,चुरादि,म्रक्षँ,छेद॑ने,['अ'],परस्मैपदी,सेट्,म्रक्ष्
१०.१७२,चुरादि,ब्रूसँ,हिं॒साया॑म्,['अ'],परस्मैपदी,सेट्,ब्रूस्
१०.१७३,चुरादि,बर्हँ,हिं॒साया॑म्,['अ'],परस्मैपदी,सेट्,बर्ह्
१०.१७४,चुरादि,व्रूसँ,इत्येके॑,['अ'],परस्मैपदी,सेट्,व्रूस्
१०.१७५,चुरादि,वर्हँ,इत्येके॑,['अ'],परस्मैपदी,सेट्,वर्ह्
१०.१७६,चुरादि,व्रूषँ,इत्य॒न्ये,['अ'],परस्मैपदी,सेट्,व्रूष्
१०.१७७,चुरादि,गर्जँ,शब्दे॑,['अ'],परस्मैपदी,सेट्,गर्ज्
१०.१७८,चुरादि,गर्दँ,शब्दे॑,['अ'],परस्मैपदी,सेट्,गर्द्
१०.१७९,चुरादि,गर्धँ,अभिका॒ङ्क्षायाम्,['अ'],परस्मैपदी,सेट्,गर्ध्
१०.१८०,चुरादि,गुर्दँ,पूर्वनिकेत॒ने,['अ'],परस्मैपदी,सेट्,गुर्द्
१०.१८१,चुरादि,पूर्वँ,नि॒केत॑न,['अ'],परस्मैपदी,सेट्,पूर्व्
१०.१८२,चुरादि,जसिँ,रक्ष॑णे मोक्ष॑णे॒,['इ'],परस्मैपदी,सेट्,जंस्
१०.१८३,चुरादि,ईडँ,स्तुतौ॑,['अ'],परस्मैपदी,सेट्,ईड्
१०.१८४,चुरादि,जसुँ,हिं॒साया॑म्,['उ'],परस्मैपदी,सेट्,जस्
१०.१८५,चुरादि,पिडिँ,सङ्घा॒ते,['इ'],परस्मैपदी,सेट्,पिण्ड्
१०.१८६,चुरादि,पिठिँ,सङ्घा॒ते,['इ'],परस्मैपदी,सेट्,पिण्ठ्
१०.१८७,चुरादि,रुषँ,रोषे॑,['अ'],परस्मैपदी,सेट्,रुष्
१०.१८८,चुरादि,रुटँ,रोषे॑,['अ'],परस्मैपदी,सेट्,रुट्
१०.१८९,चुरादि,डिपँ,क्षेपे॑,['अ'],परस्मैपदी,सेट्,डिप्
१०.१९०,चुरादि,ष्टुपँ,समुच्छ्रा॒ये ।,['अ'],परस्मैपदी,सेट्,स्तुप्
१०.१९१,चुरादि,ष्टूपँ,समुच्छ्रा॒ये,['अ'],परस्मैपदी,सेट्,स्तूप्
१०.१९२,चुरादि,चितँ॒,स॒ञ्चेत॑ने,['अ'],आत्मनेपदी,सेट्,चित्
१०.१९३,चुरादि,दशिँ॒,दंश॑ने दर्शनदंश॒नयोः॑,['इ'],आत्मनेपदी,सेट्,दंश्
१०.१९४,चुरादि,दसिँ॒,दर्शनदंश॒नयोः॑,['इ'],आत्मनेपदी,सेट्,दंस्
१०.१९५,चुरादि,दसँ॒,दर्शनदंश॒नयोः॑,['अ'],आत्मनेपदी,सेट्,दस्
१०.१९६,चुरादि,डपँ॒,सङ्घा॒ते,['अ'],आत्मनेपदी,सेट्,डप्
१०.१९७,चुरादि,डिपँ॒,सङ्घा॒ते,['अ'],आत्मनेपदी,सेट्,डिप्
१०.१९८,चुरादि,तत्रिँ॒,कुटुम्बधार॒णे,['इ'],आत्मनेपदी,सेट्,तन्त्र्
१०.१९९,चुरादि,मत्रिँ॒,गुप्तपरिभाष॒णे,['इ'],आत्मनेपदी,सेट्,मन्त्र्
१०.२००,चुरादि,स्पशँ॒,ग्रहणसंश्लेष॒णयोः॑,['अ'],आत्मनेपदी,सेट्,स्पश्
१०.२०१,चुरादि,तर्जँ॒,स॒न्तर्ज॑ने,['अ'],आत्मनेपदी,सेट्,तर्ज्
१०.२०२,चुरादि,भर्त्सँ॒,स॒न्तर्ज॑ने,['अ'],आत्मनेपदी,सेट्,भर्त्स्
१०.२०३,चुरादि,बस्तँ॒,अर्द॑ने,['अ'],आत्मनेपदी,सेट्,बस्त्
१०.२०४,चुरादि,गन्धँ॒,अर्द॑ने,['अ'],आत्मनेपदी,सेट्,गन्ध्
१०.२०५,चुरादि,वस्तँ॒,अर्द॑ने,['अ'],आत्मनेपदी,सेट्,वस्त्
१०.२०६,चुरादि,हस्तँ॒,अर्द॑ने,['अ'],आत्मनेपदी,सेट्,हस्त्
१०.२०७,चुरादि,विष्कँ॒,हिं॒साया॑म्,['अ'],आत्मनेपदी,सेट्,विष्क्
१०.२०८,चुरादि,हिष्कँ॒,हिं॒साया॑म्,['अ'],आत्मनेपदी,सेट्,हिष्क्
१०.२०९,चुरादि,निष्कँ॒,परि॒माणे॑,['अ'],आत्मनेपदी,सेट्,निष्क्
१०.२१०,चुरादि,ललँ॒,ई॒प्साया॑म्,['अ'],आत्मनेपदी,सेट्,लल्
१०.२११,चुरादि,कूणँ॒,स॒ङ्कोच॑ने,['अ'],आत्मनेपदी,सेट्,कूण्
१०.२१२,चुरादि,तूणँ॒,पूर॑णे,['अ'],आत्मनेपदी,सेट्,तूण्
१०.२१३,चुरादि,भ्रूणँ॒,आशाविश॒ङ्कयोः॑,['अ'],आत्मनेपदी,सेट्,भ्रूण्
१०.२१४,चुरादि,शठँ॒,श्ला॒घाया॑म्,['अ'],आत्मनेपदी,सेट्,शठ्
१०.२१५,चुरादि,यक्षँ॒,पू॒जाया॑म्,['अ'],आत्मनेपदी,सेट्,यक्ष्
१०.२१६,चुरादि,स्यमँ॒,वित॒र्के,['अ'],आत्मनेपदी,सेट्,स्यम्
१०.२१७,चुरादि,गूरँ॒,उ॒द्यम॑ने,['अ'],आत्मनेपदी,सेट्,गूर्
१०.२१८,चुरादि,शमँ॒,आ॒लोच॑ने,['अ'],आत्मनेपदी,सेट्,शम्
१०.२१९,चुरादि,लक्षँ॒,आ॒लोच॑ने,['अ'],आत्मनेपदी,सेट्,लक्ष्
१०.२२०,चुरादि,कुत्सँ॒,अव॒क्षेप॑ने,['अ'],आत्मनेपदी,सेट्,कुत्स्
१०.२२१,चुरादि,त्रुटँ॒,छेद॑ने,['अ'],आत्मनेपदी,सेट्,त्रुट्
१०.२२२,चुरादि,कुटँ॒,छेद॑ने,['अ'],आत्मनेपदी,सेट्,कुट्
१०.२२३,चुरादि,गलँ॒,स्रव॑णे,['अ'],आत्मनेपदी,सेट्,गल्
१०.२२४,चुरादि,भलँ॒,आ॒भण्ड॑ने,['अ'],आत्मनेपदी,सेट्,भल्
१०.२२५,चुरादि,कूटँ॒,अप्र॑दाने अव॒साद॑ने॒,['अ'],आत्मनेपदी,सेट्,कूट्
१०.२२६,चुरादि,कुट्टँ॒,प्र॒ताप॑ने,['अ'],आत्मनेपदी,सेट्,कुट्ट्
१०.२२७,चुरादि,वञ्चुँ॒,प्र॒लम्भ॑ने,['उ'],आत्मनेपदी,सेट्,वञ्च्
१०.२२८,चुरादि,वृषँ॒,शक्तिबन्ध॒ने,['अ'],आत्मनेपदी,सेट्,वृष्
१०.२२९,चुरादि,मदँ॒,तृप्तियो॒गे,['अ'],आत्मनेपदी,सेट्,मद्
१०.२३०,चुरादि,दिवुँ॒,परि॒कूज॑ने,['उ'],आत्मनेपदी,सेट्,दिव्
१०.२३१,चुरादि,गॄ,वि॒ज्ञाने॑,[],परस्मैपदी,सेट्,गॄ
१०.२३२,चुरादि,विदँ॒,चेतनाख्याननिवा॒सेषु॑,['अ'],आत्मनेपदी,सेट्,विद्
१०.२३३,चुरादि,मनँ॒,स्त॒म्भे,['अ'],आत्मनेपदी,सेट्,मन्
१०.२३४,चुरादि,मानँ॒,इत्येके॑,['अ'],आत्मनेपदी,सेट्,मान्
१०.२३५,चुरादि,यु,जुगु॒प्साया॑म्,[],परस्मैपदी,सेट्,यु
१०.२३६,चुरादि,कुस्मँ॒,नाम्नो॑ वा,['अ'],आत्मनेपदी,सेट्,कुस्म्
१०.२३७,चुरादि,चर्चँ,अ॒ध्यय॑ने,['अ'],परस्मैपदी,सेट्,चर्च्
१०.२३८,चुरादि,बुक्कँ,भाष॑णे,['अ'],परस्मैपदी,सेट्,बुक्क्
१०.२३९,चुरादि,शब्दँ,शब्दक्रि॒याया॑म् उपस॒र्गादा॑विष्का॒रे च॑,['अ'],परस्मैपदी,सेट्,शब्द्
१०.२४०,चुरादि,कणँ,नि॒मील॑ने,['अ'],परस्मैपदी,सेट्,कण्
१०.२४१,चुरादि,जभिँ,नाश॑ने,['इ'],परस्मैपदी,सेट्,जम्भ्
१०.२४२,चुरादि,षूदँ,क्षर॑णे,['अ'],परस्मैपदी,सेट्,सूद्
१०.२४३,चुरादि,जसुँ,ताड॑ने,['उ'],परस्मैपदी,सेट्,जस्
१०.२४४,चुरादि,पशँ,बन्ध॑ने,['अ'],परस्मैपदी,सेट्,पश्
१०.२४५,चुरादि,अमँ,रोगे॑,['अ'],परस्मैपदी,सेट्,अम्
१०.२४६,चुरादि,चटँ,भेद॑ने,['अ'],परस्मैपदी,सेट्,चट्
१०.२४७,चुरादि,स्फुटँ,भेद॑ने,['अ'],परस्मैपदी,सेट्,स्फुट्
१०.२४८,चुरादि,घटँ,सङ्घा॒ते हन्त्य॑र्थाश्च,['अ'],परस्मैपदी,सेट्,घट्
१०.२४९,चुरादि,दिवुँ,मर्द॑ने,['उ'],परस्मैपदी,सेट्,दिव्
१०.२५०,चुरादि,अर्जँ,प्रतिय॒त्ने स॒म्पाद॑ने च,['अ'],परस्मैपदी,सेट्,अर्ज्
१०.२५१,चुरादि,घुषिँर्,वि॒शब्द॑ने,['इर्'],परस्मैपदी,सेट्,घुष्
१०.२५२,चुरादि,आङः॑,क्रन्दँ सात॑त्ये,[],परस्मैपदी,सेट्,आङः॑
१०.२५३,चुरादि,लसँ,शिल्पयो॒गे,['अ'],परस्मैपदी,सेट्,लस्
१०.२५४,चुरादि,तसिँ,अलङ्का॒रे,['इ'],परस्मैपदी,सेट्,तंस्
१०.२५५,चुरादि,भूषँ,अलङ्का॒रे,['अ'],परस्मैपदी,सेट्,भूष्
१०.२५६,चुरादि,मोक्षँ,आस॑ने अस॑ने,['अ'],परस्मैपदी,सेट्,मोक्ष्
१०.२५७,चुरादि,अर्हँ,पू॒जाया॑म्,['अ'],परस्मैपदी,सेट्,अर्ह्
१०.२५८,चुरादि,ज्ञा,नियो॒गे,[],परस्मैपदी,सेट्,ज्ञा
१०.२५९,चुरादि,भजँ,वि॒श्राण॑ने,['अ'],परस्मैपदी,सेट्,भज्
१०.२६०,चुरादि,श‍ृधुँ,प्र॒सह॑ने,['उ'],परस्मैपदी,सेट्,श्‍ृध्
१०.२६१,चुरादि,यतँ,निकारोपस्का॒रयोः॑,['अ'],परस्मैपदी,सेट्,यत्
१०.२६२,चुरादि,रकँ,आ॒स्वाद॑ने,['अ'],परस्मैपदी,सेट्,रक्
१०.२६३,चुरादि,लगँ,आ॒स्वाद॑ने,['अ'],परस्मैपदी,सेट्,लग्
१०.२६४,चुरादि,रघँ,आ॒स्वाद॑ने,['अ'],परस्मैपदी,सेट्,रघ्
१०.२६५,चुरादि,रगँ,आ॒स्वाद॑ने,['अ'],परस्मैपदी,सेट्,रग्
१०.२६६,चुरादि,अञ्चुँ,वि॒शेष॑णे,['उ'],परस्मैपदी,सेट्,अञ्च्
१०.२६७,चुरादि,लिगिँ,चित्री॒कर॑णे,['इ'],परस्मैपदी,सेट्,लिङ्ग्
१०.२६८,चुरादि,मुदँ,संस॒र्गे,['अ'],परस्मैपदी,सेट्,मुद्
१०.२६९,चुरादि,त्रसँ,धार॑णे ग्रह॑णे॒,['अ'],परस्मैपदी,सेट्,त्रस्
१०.२७०,चुरादि,उँध्रसँ,उ॒ञ्छे,['अ'],परस्मैपदी,सेट्,उध्रस्
१०.२७१,चुरादि,उघ्रसँ,उ॒ञ्छे,['अ'],परस्मैपदी,सेट्,उघ्रस्
१०.२७२,चुरादि,मुचँ,प्र॒मोच॑ने॒ मोद॑ने च प्रमोचनमोद॒नयोः॑,['अ'],परस्मैपदी,सेट्,मुच्
१०.२७३,चुरादि,वसँ,स्नेहच्छेदापहर॒णेषु॑,['अ'],परस्मैपदी,सेट्,वस्
१०.२७४,चुरादि,चरँ,संश॒ये,['अ'],परस्मैपदी,सेट्,चर्
१०.२७५,चुरादि,च्यु,हस॑ने॒ सह॑ने॒,[],परस्मैपदी,सेट्,च्यु
१०.२७६,चुरादि,व्युसँ,हस॑ने॒ सह॑ने॒,['अ'],परस्मैपदी,सेट्,व्युस्
१०.२७७,चुरादि,भू॒,अव॒कल्क॑ने,[],परस्मैपदी,अनिट्,भू
१०.२७८,चुरादि,कृ॒पँ,अव॒कल्क॑ने,['अ'],परस्मैपदी,अनिट्,कृप्
१०.२७९,चुरादि,ग्रसँ,ग्रह॑णे,['अ'],परस्मैपदी,सेट्,ग्रस्
१०.२८०,चुरादि,पुषँ,धार॑णे,['अ'],परस्मैपदी,सेट्,पुष्
१०.२८१,चुरादि,दलँ,वि॒दार॑णे,['अ'],परस्मैपदी,सेट्,दल्
१०.२८२,चुरादि,पटँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,पट्
१०.२८३,चुरादि,पुटँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,पुट्
१०.२८४,चुरादि,लुटँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,लुट्
१०.२८५,चुरादि,तुजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,तुञ्ज्
१०.२८६,चुरादि,मिजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,मिञ्ज्
१०.२८७,चुरादि,पिजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,पिञ्ज्
१०.२८८,चुरादि,लिजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,लिञ्ज्
१०.२८९,चुरादि,लुजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,लुञ्ज्
१०.२९०,चुरादि,भजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,भञ्ज्
१०.२९१,चुरादि,लघिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,लङ्घ्
१०.२९२,चुरादि,त्रसिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,त्रंस्
१०.२९३,चुरादि,पिसिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,पिंस्
१०.२९४,चुरादि,कुसिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,कुंस्
१०.२९५,चुरादि,दशिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,दंश्
१०.२९६,चुरादि,कुशिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,कुंश्
१०.२९७,चुरादि,घटँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,घट्
१०.२९८,चुरादि,घटिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,घण्ट्
१०.२९९,चुरादि,बृहिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,बृंह्
१०.३००,चुरादि,बर्हँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,बर्ह्
१०.३०१,चुरादि,बल्हँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,बल्ह्
१०.३०२,चुरादि,गुपँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,गुप्
