क्रमाङ्क,गण,उपदेश,अर्थ,इत्,पद,धातु,इडागम
१.१०२०,भ्वादि,खनुँ॑,अव॒दार॑णे,['उ'],उभयपदी,खन्,सेट्
१.१०२१,भ्वादि,चीवृँ॑,आदानसंवर॒णयोः॑,['ऋ'],उभयपदी,चीव्,सेट्
१.१०२२,भ्वादि,चीबृँ॑,आदानसंवर॒णयोः॑,['ऋ'],उभयपदी,चीब्,सेट्
१.१०२३,भ्वादि,चायृँ॑,पूजानिशाम॒नयोः॑,['ऋ'],उभयपदी,चाय्,सेट्
१.१०२४,भ्वादि,व्ययँ॑,गतौ॑,['अ'],उभयपदी,व्यय्,सेट्
१.१०२५,भ्वादि,दाश‍ृँ॑,दा॒ने,['ऋ'],उभयपदी,दाश्‍,सेट्
१.१०२६,भ्वादि,भेषृँ॑,भ॒ये । गता॒वित्येके॑,['ऋ'],उभयपदी,भेष्,सेट्
१.१०२७,भ्वादि,भ्रेषृँ॑,गतौ॑,['ऋ'],उभयपदी,भ्रेष्,सेट्
१.१०२८,भ्वादि,भ्लेषृँ॑,गतौ॑,['ऋ'],उभयपदी,भ्लेष्,सेट्
१.१०२९,भ्वादि,असँ॑,गतिदीप्त्यादा॒नेषु॑ ।,['अ'],उभयपदी,अस्,सेट्
१.१०३०,भ्वादि,अषँ॑,गतिदीप्त्यादा॒नेषु॑,['अ'],उभयपदी,अष्,सेट्
१.१०३१,भ्वादि,अयँ॑,गतौ॑,['अ'],उभयपदी,अय्,सेट्
१.१०३२,भ्वादि,स्पशँ॑,बाधनस्पर्श॒नयोः॑,['अ'],उभयपदी,स्पश्,सेट्
१.१०३३,भ्वादि,लषँ॑,कान्तौ॑,['अ'],उभयपदी,लष्,सेट्
१.१०३४,भ्वादि,चषँ॑,भक्ष॑णे,['अ'],उभयपदी,चष्,सेट्
१.१०३५,भ्वादि,छषँ॑,हिं॒साया॑म्,['अ'],उभयपदी,छष्,सेट्
१.१०३६,भ्वादि,झषँ॑,आदानसंवर॒णयोः॑,['अ'],उभयपदी,झष्,सेट्
१.१०३७,भ्वादि,भ्रक्षँ॑,अद॑ने,['अ'],उभयपदी,भ्रक्ष्,सेट्
१.१०३८,भ्वादि,भ्लक्षँ॑,अद॑ने,['अ'],उभयपदी,भ्लक्ष्,सेट्
१.१०३९,भ्वादि,भक्षँ॑,अद॑ने,['अ'],उभयपदी,भक्ष्,सेट्
१.१०४०,भ्वादि,प्लक्षँ॑,अद॑ने,['अ'],उभयपदी,प्लक्ष्,सेट्
१.१०४१,भ्वादि,दासृँ॑,दा॒ने,['ऋ'],उभयपदी,दास्,सेट्
१.१०४२,भ्वादि,माहृँ॑,माने॑,['ऋ'],उभयपदी,माह्,सेट्
१.१०४३,भ्वादि,गुहूँ॑,सं॒वर॑णे,['ऊ'],उभयपदी,गुह्,वेट्
१.१०४४,भ्वादि,श्रिञ्,से॒वाया॑म्,['ञ्'],उभयपदी,श्रि,सेट्
१.१०४५,भ्वादि,भृ॒ञ्,भर॑णे,['ञ्'],उभयपदी,भृ,अनिट्
१.१०४६,भ्वादि,हृ॒ञ्,हर॑णे,['ञ्'],उभयपदी,हृ,अनिट्
१.१०४७,भ्वादि,धृ॒ञ्,धार॑णे,['ञ्'],उभयपदी,धृ,अनिट्
१.१०४८,भ्वादि,कृ॒ञ्,कर॑णे,['ञ्'],उभयपदी,कृ,अनिट्
१.१०४९,भ्वादि,णी॒ञ्,प्राप॑णे,['ञ्'],उभयपदी,नी,अनिट्
१.१०५०,भ्वादि,धे॒ट्,पाने॑,['ट्'],आत्मनेपदी,धे,अनिट्
१.१०५१,भ्वादि,ग्लै॒,हर्षक्ष॒ये,[],परस्मैपदी,ग्लै,अनिट्
१.१०५२,भ्वादि,म्लै॒,हर्षक्ष॒ये,[],परस्मैपदी,म्लै,अनिट्
१.१०५३,भ्वादि,द्यै॒,न्य॒क्कर॑णे,[],परस्मैपदी,द्यै,अनिट्
१.१०५४,भ्वादि,द्रै॒,स्वप्ने॑,[],परस्मैपदी,द्रै,अनिट्
१.१०५५,भ्वादि,ध्रै॒,तृप्तौ॑,[],परस्मैपदी,ध्रै,अनिट्
१.१०५६,भ्वादि,ध्यै॒,चि॒न्ताया॑म्,[],परस्मैपदी,ध्यै,अनिट्
१.१०५७,भ्वादि,रै॒,शब्दे॑,[],परस्मैपदी,रै,अनिट्
१.१०५८,भ्वादि,स्त्यै॒,शब्दसङ्घा॒तयोः॑,[],परस्मैपदी,स्त्यै,अनिट्
१.१०५९,भ्वादि,ष्ट्यै॒,शब्दसङ्घा॒तयोः॑,[],परस्मैपदी,स्त्यै,अनिट्
१.१०६०,भ्वादि,खै॒,खद॑ने,[],परस्मैपदी,खै,अनिट्
१.१०६१,भ्वादि,क्षै॒,क्ष॒ये,[],परस्मैपदी,क्षै,अनिट्
१.१०६२,भ्वादि,जै॒,क्ष॒ये,[],परस्मैपदी,जै,अनिट्
१.१०६३,भ्वादि,षै॒,क्ष॒ये,[],परस्मैपदी,सै,अनिट्
१.१०६४,भ्वादि,कै॒,शब्दे॑,[],परस्मैपदी,कै,अनिट्
१.१०६५,भ्वादि,गै॒,शब्दे॑,[],परस्मैपदी,गै,अनिट्
१.१०६६,भ्वादि,शै॒,पा॒के,[],परस्मैपदी,शै,अनिट्
१.१०६७,भ्वादि,श्रै॒,पा॒के,[],परस्मैपदी,श्रै,अनिट्
१.१०६८,भ्वादि,स्रै॒, पा॒के,[],परस्मैपदी,स्रै,अनिट्
१.१०६९,भ्वादि,पै॒,शोष॑णे,[],परस्मैपदी,पै,अनिट्
१.१०७०,भ्वादि,ओँवै,शोष॑णे,[],परस्मैपदी,ओवै,सेट्
१.१०७१,भ्वादि,ष्टै॒,वेष्ट॑ने,[],परस्मैपदी,स्तै,अनिट्
१.१०७२,भ्वादि,ष्णै॒,वेष्ट॑ने शो॒भायां॒ च,[],परस्मैपदी,स्नै,अनिट्
१.१०७३,भ्वादि,दै॒प्,शोध॑ने,['प्'],आत्मनेपदी,दै,अनिट्
१.१०७४,भ्वादि,पा॒,पाने॑,[],परस्मैपदी,पा,अनिट्
१.१०७५,भ्वादि,घ्रा॒,गन्धोपादाने घ्रा॒णे,[],परस्मैपदी,घ्रा,अनिट्
१.१०७६,भ्वादि,ध्मा॒,शब्दाग्निसंयो॒गयोः॑,[],परस्मैपदी,ध्मा,अनिट्
१.१०७७,भ्वादि,ष्ठा॒,गतिनिवृ॒त्तौ,[],परस्मैपदी,स्था,अनिट्
१.१०७८,भ्वादि,म्ना॒,अभ्या॒से,[],परस्मैपदी,म्ना,अनिट्
१.१०७९,भ्वादि,दा॒ण्,दा॒ने,['ण्'],आत्मनेपदी,दा,अनिट्
१.१०८०,भ्वादि,ह्वृ॒,कौटि॑ल्ये,[],परस्मैपदी,ह्वृ,अनिट्
१.१०८१,भ्वादि,स्वृ॒,शब्दोपता॒पयोः॑,[],परस्मैपदी,स्वृ,अनिट्
१.१०८२,भ्वादि,स्मृ॒,चि॒न्ताया॑म्,[],परस्मैपदी,स्मृ,अनिट्
१.१०८३,भ्वादि,द्वृ॒,सं॒वर॑णे (वर॑णे),[],परस्मैपदी,द्वृ,अनिट्
१.१०८४,भ्वादि,ह्वृ॒,इत्येके॑,[],परस्मैपदी,ह्वृ,अनिट्
१.१०८५,भ्वादि,सृ॒,गतौ॑,[],परस्मैपदी,सृ,अनिट्
१.१०८६,भ्वादि,ऋ॒,गतिप्राप॒णयोः॑,[],परस्मैपदी,ऋ,अनिट्
१.१०८७,भ्वादि,गृ॒,सेच॑ने,[],परस्मैपदी,गृ,अनिट्
१.१०८८,भ्वादि,घृ॒,सेच॑ने,[],परस्मैपदी,घृ,अनिट्
१.१०८९,भ्वादि,ध्वृ॒,हूर्छ॑ने,[],परस्मैपदी,ध्वृ,अनिट्
१.१०९०,भ्वादि,स्रु॒,गतौ॑,[],परस्मैपदी,स्रु,अनिट्
१.१०९१,भ्वादि,षु॒,प्रसवसैश्व॒र्ययोः॑,[],परस्मैपदी,सु,अनिट्
१.१०९२,भ्वादि,श्रु॒,श्रव॑णे,[],परस्मैपदी,श्रु,अनिट्
१.१०९३,भ्वादि,ध्रु॒,स्थैर्ये॑,[],परस्मैपदी,ध्रु,अनिट्
१.१०९४,भ्वादि,दु॒,गतौ॑,[],परस्मैपदी,दु,अनिट्
१.१०९५,भ्वादि,द्रु॒,गतौ॑,[],परस्मैपदी,द्रु,अनिट्
१.१०९६,भ्वादि,जि॒,अभिभ॒वे,[],परस्मैपदी,जि,अनिट्
१.१०९७,भ्वादि,ज्रि॒,अभिभ॒वे,[],परस्मैपदी,ज्रि,अनिट्
१.१०९८,भ्वादि,जु॒,गत्य॑र्थः,[],परस्मैपदी,जु,अनिट्
१.१०९९,भ्वादि,ष्मि॒ङ्,ईष॒द्धस॑ने,['ङ्'],आत्मनेपदी,स्मि,अनिट्
१.११००,भ्वादि,गु॒ङ्,अव्य॑क्ते॒ शब्दे॑,['ङ्'],आत्मनेपदी,गु,अनिट्
१.११०१,भ्वादि,गा॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,गा,अनिट्
१.११०२,भ्वादि,उ॒ङ्,शब्दे॑,['ङ्'],आत्मनेपदी,उ,अनिट्
१.११०३,भ्वादि,कु॒ङ्,शब्दे॑,['ङ्'],आत्मनेपदी,कु,अनिट्
१.११०४,भ्वादि,खु॒ङ्,शब्दे॑,['ङ्'],आत्मनेपदी,खु,अनिट्
१.११०५,भ्वादि,गु॒ङ्,शब्दे॑,['ङ्'],आत्मनेपदी,गु,अनिट्
१.११०६,भ्वादि,घु॒ङ्,शब्दे॑,['ङ्'],आत्मनेपदी,घु,अनिट्
१.११०७,भ्वादि,ङुङ्,शब्दे॑,['ङ्'],आत्मनेपदी,ङु,सेट्
१.११०८,भ्वादि,च्यु॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,च्यु,अनिट्
१.११०९,भ्वादि,ज्यु॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,ज्यु,अनिट्
१.१११०,भ्वादि,जु॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,जु,अनिट्
१.११११,भ्वादि,प्रु॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,प्रु,अनिट्
१.१११२,भ्वादि,प्लु॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,प्लु,अनिट्
१.१११३,भ्वादि,क्लु॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,क्लु,अनिट्
१.१११४,भ्वादि,रु॒ङ्,गतिरोष॒णयोः॑,['ङ्'],आत्मनेपदी,रु,अनिट्
१.१११५,भ्वादि,धृ॒ङ्,अव॒ध्वंस॑ने,['ङ्'],आत्मनेपदी,धृ,अनिट्
१.१११६,भ्वादि,मे॒ङ्,प्रणिदा॒ने,['ङ्'],आत्मनेपदी,मे,अनिट्
१.१११७,भ्वादि,दे॒ङ्,रक्ष॑णे,['ङ्'],आत्मनेपदी,दे,अनिट्
१.१११८,भ्वादि,श्यै॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,श्यै,अनिट्
१.१११९,भ्वादि,प्यै॒ङ्,वृद्धौ॑,['ङ्'],आत्मनेपदी,प्यै,अनिट्
१.११२०,भ्वादि,त्रै॒ङ्,पाल॑ने,['ङ्'],आत्मनेपदी,त्रै,अनिट्
१.११२१,भ्वादि,पूङ्,पव॑ने,['ङ्'],आत्मनेपदी,पू,सेट्
१.११२२,भ्वादि,मूङ्,बन्ध॑ने,['ङ्'],आत्मनेपदी,मू,सेट्
१.११२३,भ्वादि,डीङ्,विहा॑यसा॒ गतौ॑,['ङ्'],आत्मनेपदी,डी,सेट्
१.११२४,भ्वादि,तॄ,प्लवनतर॒णयोः॑,[],परस्मैपदी,तॄ,सेट्
१.११२५,भ्वादि,गुपँ॒,गोप॑ने,['अ'],आत्मनेपदी,गुप्,सेट्
१.११२६,भ्वादि,तिजँ॒,नि॒शाने॑,['अ'],आत्मनेपदी,तिज्,सेट्
१.११२७,भ्वादि,मानँ॒,पू॒जाया॑म्,['अ'],आत्मनेपदी,मान्,सेट्
१.११२८,भ्वादि,बधँ॒,बन्ध॑ने,['अ'],आत्मनेपदी,बध्,सेट्
१.११२९,भ्वादि,र॒भँ॒,राभ॑स्ये,['अ'],आत्मनेपदी,रभ्,अनिट्
१.११३०,भ्वादि,डुल॒भँ॒ष्,प्राप्तौ॑,"['अ', 'ष्', 'डु']",आत्मनेपदी,लभ्,अनिट्
१.११३१,भ्वादि,ष्व॒ञ्जँ॒,परिष्व॒ङ्गे,['अ'],आत्मनेपदी,स्वञ्ज्,अनिट्
१.११३२,भ्वादि,ह॒दँ॒,पुरीषोत्स॒र्गे,['अ'],आत्मनेपदी,हद्,अनिट्
१.११३३,भ्वादि,ञिक्ष्विदाँ,अव्य॑क्ते॒ शब्दे॑,"['आ', 'ञि']",परस्मैपदी,क्ष्विद्,सेट्
१.११३४,भ्वादि,स्क॒न्दिँर्,गतिशोष॒णयोः॑,"['इ', 'इर्']",आत्मनेपदी,स्कन्न्द्,अनिट्
१.११३५,भ्वादि,य॒भँ,मैथु॑ने विपरीतमैथु॒ने च,['अ'],आत्मनेपदी,यभ्,अनिट्
१.११३६,भ्वादि,ण॒मँ,प्रह्व॒त्वे शब्दे॑ च,['अ'],आत्मनेपदी,नम्,अनिट्
१.११३७,भ्वादि,ग॒मॢँ,गतौ॑,['ऌ'],आत्मनेपदी,गम्,अनिट्
१.११३८,भ्वादि,सृ॒पॢँ,गतौ॑,['ऌ'],आत्मनेपदी,सृप्,अनिट्
१.११३९,भ्वादि,य॒मँ,उपर॒मे,['अ'],आत्मनेपदी,यम्,अनिट्
१.११४०,भ्वादि,त॒पँ,सन्ता॒पे,['अ'],आत्मनेपदी,तप्,अनिट्
१.११४१,भ्वादि,त्य॒जँ,हानौ॑,['अ'],आत्मनेपदी,त्यज्,अनिट्
१.११४२,भ्वादि,ष॒ञ्जँ,सङ्गे॑,['अ'],आत्मनेपदी,सञ्ज्,अनिट्
१.११४३,भ्वादि,दृ॒शिँर्,प्रेक्ष॑णे,"['इ', 'इर्']",आत्मनेपदी,दृंश्,अनिट्
१.११४४,भ्वादि,दं॒शँ,दश॑ने,['अ'],आत्मनेपदी,दंश्,अनिट्
१.११४५,भ्वादि,कृ॒षँ,वि॒लेख॑ने,['अ'],आत्मनेपदी,कृष्,अनिट्
१.११४६,भ्वादि,दहँ॒,भस्मी॒कर॑णे,['अ'],आत्मनेपदी,दह्,सेट्
१.११४७,भ्वादि,मिहँ॒,सेच॑ने,['अ'],आत्मनेपदी,मिह्,सेट्
१.११४८,भ्वादि,कितँ,निवा॒से रो॑गापनय॒ने च॑,['अ'],परस्मैपदी,कित्,सेट्
१.११४९,भ्वादि,दानँ॑,खण्ड॑ने अव॒खण्ड॑ने च,['अ'],उभयपदी,दान्,सेट्
१.११५०,भ्वादि,शानँ॑,तेज॑ने अव॒तेज॑ने च,['अ'],उभयपदी,शान्,सेट्
१.११५१,भ्वादि,डुप॒चँ॑ष्,पा॒के,"['अ', 'ष्', 'डु']",उभयपदी,पच्,अनिट्
१.११५२,भ्वादि,षचँ॑,समवा॒ये,['अ'],उभयपदी,सच्,सेट्
१.११५३,भ्वादि,भ॒जँ॑,से॒वाया॑म्,['अ'],उभयपदी,भज्,अनिट्
१.११५४,भ्वादि,र॒ञ्जँ॑,रा॒गे,['अ'],उभयपदी,रञ्ज्,अनिट्
१.११५५,भ्वादि,श॒पँ॑,आक्रो॒शे,['अ'],उभयपदी,शप्,अनिट्
१.११५६,भ्वादि,त्वि॒षँ॑,दीप्तौ॑,['अ'],उभयपदी,त्विष्,अनिट्
१.११५७,भ्वादि,य॒जँ॑,देवपूजासङ्गतिकरणदा॒नेषु॑,['अ'],उभयपदी,यज्,अनिट्
१.११५८,भ्वादि,डुव॒पँ॑,बीजसन्ता॒ने छेद॑ने च,"['अ', 'डु']",उभयपदी,वप्,अनिट्
१.११५९,भ्वादि,वहँ,प्राप॑णे,['अ'],परस्मैपदी,वह्,सेट्
१.११६०,भ्वादि,व॒सँ,निवा॒से ।,['अ'],आत्मनेपदी,वस्,अनिट्
१.११६१,भ्वादि,वे॒ञ्,तन्तुसन्ता॒ने,['ञ्'],उभयपदी,वे,अनिट्
१.११६२,भ्वादि,व्ये॒ञ्,सं॒वर॑णे,['ञ्'],उभयपदी,व्ये,अनिट्
१.११६३,भ्वादि,ह्वे॒ञ्,स्प॒र्धायां॒ शब्दे॑ च,['ञ्'],उभयपदी,ह्वे,अनिट्
१.११६४,भ्वादि,वदँ,व्य॑क्तायां वा॒चि,['अ'],परस्मैपदी,वद्,सेट्
१.११६५,भ्वादि,ट्वोँश्वि,गतिवृ॒द्ध्योः,['ओ'],परस्मैपदी,ट्व्श्वि,सेट्
२.१,अदादि,अ॒दँ,भक्ष॑णे,['अ'],आत्मनेपदी,अद्,अनिट्
२.२,अदादि,ह॒नँ,हिंसाग॒त्योः ।,['अ'],आत्मनेपदी,हन्,अनिट्
२.३,अदादि,द्वि॒षँ॑,अप्री॑तौ,['अ'],उभयपदी,द्विष्,अनिट्
२.४,अदादि,दुहँ॒,प्र॒पूर॑णे,['अ'],आत्मनेपदी,दुह्,सेट्
२.५,अदादि,दिहँ॒,उपच॒ये,['अ'],आत्मनेपदी,दिह्,सेट्
२.६,अदादि,लिहँ॒,आ॒स्वाद॑ने,['अ'],आत्मनेपदी,लिह्,सेट्
२.७,अदादि,च॒क्षिँ॒ङ्,व्य॑क्तायां वा॒चि,"['इ', 'ङ्']",आत्मनेपदी,चङ्क्ष्,अनिट्
२.८,अदादि,ईरँ॒,गतौ कम्प॑ने च,['अ'],आत्मनेपदी,ईर्,सेट्
२.९,अदादि,ईडँ॒,स्तुतौ॑,['अ'],आत्मनेपदी,ईड्,सेट्
२.१०,अदादि,ईशँ॒,ऐश्व॑र्ये,['अ'],आत्मनेपदी,ईश्,सेट्
२.११,अदादि,आसँ॒,उप॒वेश॑ने,['अ'],आत्मनेपदी,आस्,सेट्
२.१२,अदादि,आङः॒,शासुँ॒ इ॒च्छाया॑म्,[],परस्मैपदी,आङः॒,सेट्
२.१३,अदादि,वसँ॒,आ॒च्छाद॑ने,['अ'],आत्मनेपदी,वस्,सेट्
२.१४,अदादि,कसिँ॒,गतिशास॒नयोः॑,['इ'],आत्मनेपदी,कंस्,सेट्
२.१५,अदादि,कसँ॒,गतिशास॒नयोः॑,['अ'],आत्मनेपदी,कस्,सेट्
२.१६,अदादि,कशँ॒,गतिशास॒नयोः॑,['अ'],आत्मनेपदी,कश्,सेट्
२.१७,अदादि,णिसिँ॒,चुम्ब॑ने,['इ'],आत्मनेपदी,निंस्,सेट्
२.१८,अदादि,णिजिँ॒,शुद्धौ॑,['इ'],आत्मनेपदी,निञ्ज्,सेट्
२.१९,अदादि,शिजिँ॒,अव्य॑क्ते॒ शब्दे॑,['इ'],आत्मनेपदी,शिञ्ज्,सेट्
२.२०,अदादि,पिजिँ॒,वर्णे॑  स॒म्पर्च॑न॒ अवय॒व अव्य॑क्ते॒ शब्दे॒ च,['इ'],आत्मनेपदी,पिञ्ज्,सेट्
२.२१,अदादि,पृजिँ॒,इत्येके॑,['इ'],आत्मनेपदी,पृञ्ज्,सेट्
२.२२,अदादि,वृजीँ॒,वर्ज॑ने,['ई'],आत्मनेपदी,वृज्,सेट्
२.२३,अदादि,वृजिँ॒,इत्येके॑,['इ'],आत्मनेपदी,वृञ्ज्,सेट्
२.२४,अदादि,पृचीँ॒,स॒म्पर्च॑ने सम्प॒र्के,['ई'],आत्मनेपदी,पृच्,सेट्
२.२५,अदादि,षूङ्,प्राणिगर्भविमोच॒ने,['ङ्'],आत्मनेपदी,सू,सेट्
२.२६,अदादि,शीङ्,स्वप्ने॑ ।,['ङ्'],आत्मनेपदी,शी,सेट्
२.२७,अदादि,यु,मिश्रे॒णेऽभि॑श्रणे च,[],परस्मैपदी,यु,सेट्
२.२८,अदादि,रु,शब्दे॑,[],परस्मैपदी,रु,सेट्
२.२९,अदादि,तु,गतिवृद्धिहिं॒सासु॑ वृद्ध्य॑र्थः,[],परस्मैपदी,तु,सेट्
२.३०,अदादि,णु,स्तुतौ॑,[],परस्मैपदी,नु,सेट्
२.३१,अदादि,टुक्षु,शब्दे॑,['टु'],परस्मैपदी,क्षु,सेट्
२.३२,अदादि,क्ष्णु,तेज॑ने,[],परस्मैपदी,क्ष्णु,सेट्
२.३३,अदादि,ष्णु,प्र॒स्रव॑णे,[],परस्मैपदी,स्नु,सेट्
२.३४,अदादि,ऊर्णुञ्,आ॒च्छाद॑ने,['ञ्'],उभयपदी,ऊर्णु,सेट्
२.३५,अदादि,द्यु॒,अभि॒गम॑ने,[],परस्मैपदी,द्यु,अनिट्
२.३६,अदादि,षु॒,प्रसवैश्व॒र्ययोः॑,[],परस्मैपदी,सु,अनिट्
२.३७,अदादि,कु॒,शब्दे॑,[],परस्मैपदी,कु,अनिट्
२.३८,अदादि,ष्टु॒ञ्,स्तुतौ॑,['ञ्'],उभयपदी,स्तु,अनिट्
२.३९,अदादि,ब्रूञ्,व्य॑क्तायां वा॒चि,['ञ्'],उभयपदी,ब्रू,सेट्
२.४०,अदादि,इ॒ण्,गतौ॑,['ण्'],आत्मनेपदी,इ,अनिट्
२.४१,अदादि,इ॒ङ्,अ॒ध्यय॑ने,['ङ्'],आत्मनेपदी,इ,अनिट्
२.४२,अदादि,इ॒क्,स्मर॑णे,['क्'],आत्मनेपदी,इ,अनिट्
२.४३,अदादि,वी॒,गतिप्रजनकान्त्यसनखाद॒नेषु॑,[],परस्मैपदी,वी,अनिट्
२.४४,अदादि,या॒,प्राप॑णे,[],परस्मैपदी,या,अनिट्
२.४५,अदादि,वा॒,गतिगन्ध॒नयोः॑,[],परस्मैपदी,वा,अनिट्
२.४६,अदादि,भा॒,दीप्तौ॑,[],परस्मैपदी,भा,अनिट्
२.४७,अदादि,ष्णा॒,शौ॒चे,[],परस्मैपदी,स्ना,अनिट्
२.४८,अदादि,श्रा॒,पा॒के,[],परस्मैपदी,श्रा,अनिट्
२.४९,अदादि,द्रा॒,कु॒त्सायां॒ गतौ॑,[],परस्मैपदी,द्रा,अनिट्
२.५०,अदादि,प्सा॒,भक्ष॑णे,[],परस्मैपदी,प्सा,अनिट्
२.५१,अदादि,पा॒,रक्ष॑णे,[],परस्मैपदी,पा,अनिट्
२.५२,अदादि,रा॒,दा॒ने,[],परस्मैपदी,रा,अनिट्
२.५३,अदादि,ला॒,आदा॒ने दा॒ने,[],परस्मैपदी,ला,अनिट्
२.५४,अदादि,दा॒प्,लव॑ने,['प्'],आत्मनेपदी,दा,अनिट्
२.५५,अदादि,ख्या॒,प्र॒कथ॑ने,[],परस्मैपदी,ख्या,अनिट्
२.५६,अदादि,प्रा॒,पूर॑णे,[],परस्मैपदी,प्रा,अनिट्
२.५७,अदादि,मा॒,माने॑,[],परस्मैपदी,मा,अनिट्
२.५८,अदादि,व॒चँ,परि॒भाष॑णे,['अ'],आत्मनेपदी,वच्,अनिट्
२.५९,अदादि,विदँ,ज्ञाने॑,['अ'],परस्मैपदी,विद्,सेट्
२.६०,अदादि,असँ,भु॒वि,['अ'],परस्मैपदी,अस्,सेट्
२.६१,अदादि,मृजूँ,शुद्धौ॑,['ऊ'],परस्मैपदी,मृज्,वेट्
२.६२,अदादि,रुदिँर्,अश्रुविमोच॒ने,"['इ', 'इर्']",परस्मैपदी,रुन्द्,सेट्
२.६३,अदादि,ञिष्व॒पँ,श॒ये,"['अ', 'ञि']",आत्मनेपदी,स्वप्,अनिट्
२.६४,अदादि,श्वसँ,प्राण॑ने,['अ'],परस्मैपदी,श्वस्,सेट्
२.६५,अदादि,अनँ,च,['अ'],परस्मैपदी,अन्,सेट्
२.६६,अदादि,जक्षँ,भक्ष्यहस॒नयोः॑,['अ'],परस्मैपदी,जक्ष्,सेट्
२.६७,अदादि,जागृ,निद्राक्ष॒ये,[],परस्मैपदी,जागृ,सेट्
२.६८,अदादि,दरिद्रा,दु॒र्गतौ॑,[],परस्मैपदी,दरिद्रा,सेट्
२.६९,अदादि,चकासृँ,दीप्तौ॑,['ऋ'],परस्मैपदी,चकास्,सेट्
२.७०,अदादि,शासुँ,अनु॑शिष्टौ,['उ'],परस्मैपदी,शास्,सेट्
२.७१,अदादि,दीधीङ्,दीप्तिदेव॒नयोः॑,['ङ्'],आत्मनेपदी,दीधी,सेट्
२.७२,अदादि,वेवीङ्,वेति॑ना॒ तुल्ये॑,['ङ्'],आत्मनेपदी,वेवी,सेट्
२.७३,अदादि,षसँ,स्वप्ने॑,['अ'],परस्मैपदी,सस्,सेट्
२.७४,अदादि,षस्तिँ,स्वप्ने॑,['इ'],परस्मैपदी,संस्त्,सेट्
२.७५,अदादि,वशँ,कान्तौ॑,['अ'],परस्मैपदी,वश्,सेट्
२.७६,अदादि,ह्नु॒ङ्,अप॒नय॑ने,['ङ्'],आत्मनेपदी,ह्नु,अनिट्
३.१,जुहोत्यादि,हु॒,दानाद॒नयोः॑ आदा॒ने च,[],परस्मैपदी,हु,अनिट्
३.२,जुहोत्यादि,ञिभी॒,भ॒ये,['ञि'],आत्मनेपदी,भी,अनिट्
३.३,जुहोत्यादि,ह्री॒,ल॒ज्जाया॑म्,[],परस्मैपदी,ह्री,अनिट्
३.४,जुहोत्यादि,पॄ॒,पालनपूर॒णयोः॑,[],परस्मैपदी,पॄ,अनिट्
३.५,जुहोत्यादि,पृ॒,पालनपूर॒णयोः॑,[],परस्मैपदी,पृ,अनिट्
३.६,जुहोत्यादि,डुभृ॒ञ्,धारणपोष॒णयोः॑,"['ञ्', 'डु']",उभयपदी,भृ,अनिट्
३.७,जुहोत्यादि,मा॒ङ्,माने॒ शब्दे॑ च,['ङ्'],आत्मनेपदी,मा,अनिट्
३.८,जुहोत्यादि,ओँहा॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,ओहा॒,सेट्
३.९,जुहोत्यादि,ओँहा॒क्,त्या॒गे,['क्'],आत्मनेपदी,ओहा॒,सेट्
३.१०,जुहोत्यादि,डुदा॒ञ्,दा॒ने,"['ञ्', 'डु']",उभयपदी,दा,अनिट्
३.११,जुहोत्यादि,डुधा॒ञ्,धारणपोष॒णयोः॑ दा॒ने च,"['ञ्', 'डु']",उभयपदी,धा,अनिट्
३.१२,जुहोत्यादि,णि॒जिँ॑र्,शौचपोष॒णयोः॑,"['इ', 'र्']",उभयपदी,निञ्ज्,अनिट्
३.१३,जुहोत्यादि,वि॒जिँ॑र्,पृथग्भा॒वे,"['इ', 'र्']",उभयपदी,विञ्ज्,अनिट्
३.१४,जुहोत्यादि,वि॒षॢँ॑,व्या॑प्तौ,['ऌ'],उभयपदी,विष्,अनिट्
३.१५,जुहोत्यादि,घृ॒,क्षरणदी॒प्त्योः,[],परस्मैपदी,घृ,अनिट्
३.१६,जुहोत्यादि,हृ॒,प्रसह्यकर॒णे,[],परस्मैपदी,हृ,अनिट्
३.१७,जुहोत्यादि,ऋ॒,गतौ॑,[],परस्मैपदी,ऋ,अनिट्
३.१८,जुहोत्यादि,सृ॒,गतौ॑,[],परस्मैपदी,सृ,अनिट्
३.१९,जुहोत्यादि,भसँ,भर्त्सनदी॒प्त्योः,['अ'],परस्मैपदी,भस्,सेट्
३.२०,जुहोत्यादि,कि॒,ज्ञाने॑,[],परस्मैपदी,कि,अनिट्
३.२१,जुहोत्यादि,कितँ,ज्ञाने॑,['अ'],परस्मैपदी,कित्,सेट्
३.२२,जुहोत्यादि,तुरँ,त्वर॑णे,['अ'],परस्मैपदी,तुर्,सेट्
३.२३,जुहोत्यादि,धिषँ,शब्दे॑,['अ'],परस्मैपदी,धिष्,सेट्
